location_1,location_2,business_closed,business_closed_date,business_closed_url,business_open,business_open_date,business_open_url,school_closed,school_closed_date,school_closed_url,school_open,school_open_date,school_open_url,college_closed,college_closed_date,college_closed_url,college_open,college_open_date,college_open_url,religion_closed,religion_closed_date,religion_closed_url,religion_open,religion_open_date,religion_open_url,lockdown_closed,lockdown_closed_date,lockdown_closed_url,lockdown_open,lockdown_open_date,lockdown_open_url,fips,fips.1,fips.1.1,fips
Connecticut,Fairfield County,Yes,2020-03-23,https://www.nbcconnecticut.com/news/coronavirus/gov-lamont-to-provide-update-on-connecticut-coronavirus-cases/2242239/,No,,,Yes,2020-03-09,https://www.nbcconnecticut.com/news/coronavirus/lamont-says-schools-will-likely-stay-closed-until-fall/2244275/,No,,,Yes,2020-03-13,https://uconn.edu/public-notification/coronavirus/covid-19-campus-operations/#HOME-2020-03-12-b,No,,,Yes,2020-03-15,https://patch.com/connecticut/fairfield/fairfields-black-rock-church-worship-online-amid-coronavirus,No,,,Yes,2020-03-20,https://www.wtnh.com/news/health/coronavirus/new-haven-hartford-hamden-and-bridgeport-mayors-order-social-gatherings-be-limited-to-10-people-during-coronavirus-outbreak/,No,,,09001,09001,09001,09001
Connecticut,New Haven County,Yes,2020-03-23,https://www.nbcconnecticut.com/news/coronavirus/gov-lamont-to-provide-update-on-connecticut-coronavirus-cases/2242239/,No,,,Yes,2020-03-13,https://www.nhregister.com/news/coronavirus/article/Hamden-schools-close-indefinitely-due-to-15127051.php,No,,,Yes,2020-0312,https://www.newtownbee.com/03122020/connecticut-state-colleges-and-universities/,No,,,Yes,2020-03-15,https://www.courant.com/news/connecticut/hc-news-connecticut-churches-response-coronavirus-20200314-3hchmvqzmjdlznyefbyjp7lsym-story.html,No,,,Yes,2020-03-20,https://www.wtnh.com/news/health/coronavirus/new-haven-hartford-hamden-and-bridgeport-mayors-order-social-gatherings-be-limited-to-10-people-during-coronavirus-outbreak/,No,,,09009,09009,09009,09009
Delaware,Kent County,Yes,2020-03-24,https://coronavirus.delaware.gov/,No,,,Yes,2020-03-16,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Letter-to-Schools-03.23.2020.pdf,No,,,Yes,2020-03-16,https://www.dtcc.edu/about/news-events/coronavirus-update#2-27-20,No,,,Yes,2020-03-15,https://governor.delaware.gov/health-soe/state-of-emergency/,No,,,Yes,2020-03-24,https://news.delaware.gov/2020/03/22/governor-carney-issues-stay-at-home-order-for-delawareans/,No,,,10001,10001,10001,10001
District of Columbia,District of Columbia,Yes,2020-03-24,https://coronavirus.dc.gov/release/mayor-bowser-orders-closure-non-essential-businesses,No,,,Yes,2020-03-09,https://www.wusa9.com/article/news/health/coronavirus/dc-schools-close-monday-to-prepare-for-covid-19/65-d57b6a3d-9585-4a33-93dc-4389f292cff0,No,,,Yes,2020-03-11,https://www.washingtonpost.com/education/2020/03/11/georgetown-u-suspends-in-person-teaching-until-further-notice-because-coronavirus/,No,,,Yes,2020-03-11,https://www.nbcwashington.com/news/local/national-cathedral-hundreds-of-dc-area-episcopal-churches-close-due-to-coronavirus/2237928/,No,,,Yes,2020-03-30,https://coronavirus.dc.gov/stayhome,No,,,11001,11001,11001,11001
Florida,Broward County,Yes,2020-03-24,https://wsvn.com/news/local/broward/broward-county-closes-non-essential-businesses-amid-coronavirus-pandemic/,No,,,Yes,2020-03-16,https://wsvn.com/news/local/miami-dade/miami-dade-broward-counties-closing-schools-due-to-coronavirus-pandemic/,No,,,Yes,2020-03-14,https://www.local10.com/news/local/2020/03/13/broward-college-suspends-classes-starting-saturday/,No,,,Yes,,,,,,Yes,2020-03-27,https://wsvn.com/news/local/broward/broward-county-orders-residents-to-shelter-in-place/,No,,,12011,12011,12011,12011
Florida,Duval County,Yes,2020-03-16,https://www.google.com/amp/s/www.news4jax.com/news/florida/2020/03/26/floridas-cases-climb-to-2355-14-more-in-duval-county/%3foutputType=amp,No,,,Yes,2020-03-19,dcps.duvalschools.org,No,,,Yes,2020-03-17,https://www.google.com/amp/s/www.jacksonville.com/news/20200312/coronavirus-updated-closings-cancellations-in-jacksonville-and-northeast-florida%3ftemplate=ampart,No,,,Yes,2020-03-15,https://www.google.com/amp/s/www.news4jax.com/news/local/2020/03/14/churches-shift-to-streamed-services-amid-coronavirus-concerns/%3foutputType=amp,No,,,Yes,2020-04-02,https://www.google.com/amp/s/www.news4jax.com/news/local/2020/04/01/mayor-curry-issuing-safer-at-home-order-for-jacksonville/%3foutputType=amp,No,,,12031,12031,12031,12031
Florida,Hillsborough County,Yes,2020-03-27,https://www.bostonglobe.com/2020/03/26/nation/new-hampshire-orders-nonessential-businesses-close/,No,,,Yes,2020-03-20,https://www.unionleader.com/news/health/coronavirus/sununu-orders-nh-public-schools-closed-cases-of-covid-/article_00ced20d-987a-544a-8045-ca0a5321af1b.html,No,,,Yes,2020-04-16,https://www.snhu.edu/about-us/newsroom/2020/03/snhu-response-to-the-coronavirus,No,,,Yes,2020-04-17,https://www.catholicnh.org/community/outreach/health-care/coronavirus/,No,,,No,,https://www.nhpr.org/post/nh-marks-first-covid-19-death-sununu-says-shelter-place-order-not-yet-needed#stream/0,No,,,12057,12057,12057,12057
Florida,Miami-Dade County,Yes,2020-03-19,https://www.miamidade.gov/information/library/coronavirus-emergency-order-07-20-businesses.pdf,No,,,Yes,2020-03-16,http://www.fldoe.org/em-response/schools.stml,No,,,Yes,2020-03-13,https://www.nbcmiami.com/news/local/miami-dade-college-closes-medical-campus-after-visitor-tested-positive-for-covid-19/2204781/,No,,,No,,https://www.bloomberg.com/news/articles/2020-04-01/florida-governor-ron-desantis-issuing-stay-at-home-order,No,,,Yes,2020-04-01,https://www.washingtonpost.com/nation/2020/04/01/coronavirus-florida-desantis/,No,,,12086,12086,12086,12086
Florida,Orange County,Yes,2020-03-26,https://www.bizjournals.com/orlando/news/2020/03/24/breaking-orange-county-to-close-non-essential.html,No,,,Yes,2020-03-13,https://www.ocps.net/departments/exceptional_student_education/related_services/school_health_services/coronavirus___c_o_v_i_d-19_,No,,,Yes,2020-03-16,https://www.wftv.com/news/local/orange-county/coronavirus-how-long-are-central-florida-schools-closed/ZL5FHRJ7ONFIXM7OQ3PXLLTSUE/,No,,,Yes,2020-03-15,https://www.clickorlando.com/news/local/2020/03/15/central-florida-churches-hold-live-streams-of-services-amid-coronavirus-concerns/,No,,,Yes,2020-04-03,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-91-compressed.pdf,No,,,12095,12095,12095,12095
Florida,Palm Beach County,Yes,2020-03-20,https://www.sun-sentinel.com/local/broward/fl-ne-broward-palm-businesses-shut-down-friday-20200320-dziyx42bqfca5hn7ioh6kkop4m-story.html,No,,,Yes,2020-03-17,https://www.wptv.com/news/state/all-public-and-private-k-12-florida-schools-to-be-closed-through-april-15,No,,,Yes,2020-03-15,https://www.flbog.edu/2020/03/15/statement-on-the-status-of-the-state-university-system/,No,,,Yes,2020-03-13,https://www.palmbeachpost.com/news/20200313/coronavirus-palm-beach-county-houses-of-worship-move-services--online,No,,,Yes,2020-03-28,https://www.myboca.us/DocumentCenter/View/23954/Stay-at-Home-Emergency-Order-PDF?bidId=,No,,,12099,12099,12099,12099
Florida,St. Johns County,Yes,2020-04-03,https://www.news4jax.com/news/local/2020/04/02/non-essential-businesses-in-florida-must-close-on-friday/,No,,,Yes,2020-03-16,https://www.staugustine.com/news/20200316/coronavirus-school-closures-what-do-they-mean-for-st-johns-county,No,,,Yes,2020-03-13,https://www.news4jax.com/health/2020/03/12/flagler-college-cancels-friday-classes-will-move-classes-online-after-spring-break/,No,,,Yes,2020-03-19,https://www.dosafl.com/2020/03/19/bishop-estevez-suspends-masses-and-liturgical-events-until-further-notice/,No,,,Yes,2020-04-03,https://www.clickorlando.com/news/local/2020/04/01/florida-will-soon-be-under-a-statewide-stay-at-home-order-heres-what-it-means/,No,,,12109,12109,12109,12109
Georgia,Clarke County,Yes,2020-03-20,https://www.onlineathens.com/news/20200320/sheltering-in-place-social-distancing-now-law-in-athens,No,,,Yes,2020-03-19,https://www.wsbtv.com/weather/school-closings/,No,,,Yes,2020-04-16,https://www.uga.edu/coronavirus/messages/archnews-2020-03-12-2.php,No,,,Yes,2020-03-14,https://www.onlineathens.com/news/20200314/athens-area-schools-churches-among-wave-of-closures,No,,,Yes,2020-03-20,https://www.onlineathens.com/news/20200320/sheltering-in-place-social-distancing-now-law-in-athens,No,,,13059,13059,13059,13059
Georgia,Cobb County,Yes,2020-03-24,https://patch.com/georgia/marietta/ga-coronavirus-cobb-county-orders-shelter-place,No,,,Yes,2020-03-16,http://www.cobbk12.org,No,,,Yes,2020-03-16,http://www.cobbk12.org,No,,,Yes,2020-03-14,https://s3.us-west-2.amazonaws.com/cobbcounty.org.if-us-west-2/prod/2020-03/COVID%20Religious%20Organizations%203-2020%20final.pdf,No,,,Yes,2020-03-24,https://www.fox5atlanta.com/news/cobb-county-declares-state-of-emergency-orders-residents-to-shelter-in-place,No,,,13067,13067,13067,13067
Georgia,DeKalb County,Yes,2020-03-28,https://www.dekalbcountyga.gov/sites/default/files/users/user715/Stay%20at%20Home%20Order%20FINAL.pdf,No,,,No,2020-03-18,https://www.wsav.com/news/local-news/georgia-news/georgia-reporting-121-confirmed-cases-of-covid-19-monday/,No,,,Yes,2020-03-12,https://www.ajc.com/news/state--regional/georgia-schools-and-colleges-close-classrooms-for-coronavirus/zZ8T3I6ogN72AuZkpFzf2N/,No,,,Yes,2020-03-30,https://www.ajc.com/news/local/dunwoody-stresses-gatherings-more-prohibited/BYAyr8iCQHt5MxkfAZBjUJ/,No,,,Yes,2020-03-28,https://www.facebook.com/profile.php?id=100003395418258 (Mayor or Dunwoody's Facebook page),No,,,13089,13089,13089,13089
Georgia,Fulton County,Yes,2020-03-20,https://www.cbs46.com/news/atlanta-mayor-issues-executive-order-closing-bars-gyms-many-other-businesses-effective-at-midnight/article_0c91bc8e-69ee-11ea-87a9-b35b705c6aa5.html,No,,,Yes,2020-03-16,https://www.ajc.com/news/state--regional-govt--politics/kemp-orders-all-public-schools-georgia-closed-through-end-march/Alpzcxpd6xN8f2TGySOyzM/,No,,,Yes,2020-03-16,https://www.ajc.com/news/local-education/university-system-moves-online-courses-for-rest-semester/KKzc2JRbTqI65l1I3lOxaJ/,No,,,Yes,2020-03-13,https://www.11alive.com/article/news/health/coronavirus/churches-closed-due-to-coronavirus-concerns/85-a4bbe5d2-0d88-4b44-a1b5-6f0104c4e5e8,No,,,Yes,2020-04-03,https://www.11alive.com/article/news/health/coronavirus/georgia-statewide-shelter-in-place-order-what-to-know/85-acfca58a-05f2-4a95-be60-ccb88eb056ab,No,,,13121,13121,13121,13121
Georgia,Fulton County,Yes,2020-03-20,https://www.cbs46.com/news/atlanta-mayor-issues-executive-order-closing-bars-gyms-many-other-businesses-effective-at-midnight/article_0c91bc8e-69ee-11ea-87a9-b35b705c6aa5.html,No,,,Yes,2020-03-16,https://www.ajc.com/news/state--regional-govt--politics/kemp-orders-all-public-schools-georgia-closed-through-end-march/Alpzcxpd6xN8f2TGySOyzM/,No,,,Yes,2020-03-16,https://www.ajc.com/news/local-education/university-system-moves-online-courses-for-rest-semester/KKzc2JRbTqI65l1I3lOxaJ/,No,,,Yes,2020-03-13,https://www.11alive.com/article/news/health/coronavirus/churches-closed-due-to-coronavirus-concerns/85-a4bbe5d2-0d88-4b44-a1b5-6f0104c4e5e8,No,,,Yes,2020-04-03,https://www.11alive.com/article/news/health/coronavirus/georgia-statewide-shelter-in-place-order-what-to-know/85-acfca58a-05f2-4a95-be60-ccb88eb056ab,No,,,13121,13121,13121,13121
Illinois,Cook County,Yes,2020-03-21,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21288,No,,,Yes,2020-03-16,https://abc7chicago.com/276770/,No,,,Yes,2020-03-09,https://www.nbcchicago.com/news/local/loyola-academy-in-wilmette-cancels-classes-over-coronavirus-exposure/2233487/,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21288,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21288,No,,,17031,17031,17031,17031
Illinois,Lake County,Yes,2020-03-21,https://www.lakecountyil.gov/CivicAlerts.aspx?AID=2209,No,,,Yes,2020-03-16,https://www.record-bee.com/2020/03/16/coronavirus-concerns-close-lake-county-schools/https://www.record-bee.com/2020/03/16/coronavirus-concerns-close-lake-county-schools/,No,,,Yes,2020-03-17,https://www.clcillinois.edu/aboutclc/news/2020/03/16/updated-campus-closes-clc-continues-classes-with-alternative-delivery,No,,,Yes,,,No,,,Yes,2020-03-21,https://coronavirus.illinois.gov/s/stay-at-home-faqs#a6What%20About%20Vulnerable%20and%20Children%20Populations,No,,,17097,17097,17097,17097
Illinois,Peoria County,Yes,2020-03-21,https://www.pjstar.com/news/20200320/pritzker-issues-lockdown-order-requiring-illinois-residents-shelter-in-place-starting-saturday-at-5-pm,No,,,Yes,2020-03-16,https://www.933thedrive.com/2020/03/14/peoria-public-schools-set-to-close-for-two-weeks/,No,,,Yes,2020-03-13,https://www.bradley.edu/sites/coronavirus/,No,,,Yes,2020-03-21,https://www.centralillinoisproud.com/news/local-news/peoria-county-officers-break-up-parking-lot-church-service-remind-people-not-to-attend-religious-services-to-prevent-possible-covid-19-spread/,No,,,Yes,2020-03-21,https://www.pjstar.com/news/20200320/pritzker-issues-lockdown-order-requiring-illinois-residents-shelter-in-place-starting-saturday-at-5-pm,No,,,17143,17143,17143,17143
Indiana,Allen County,Yes,2020-03-23,https://www.allencountyhealth.com/wp-content/uploads/2020/03/Gov.-Holcomb-Executive-Order-20-08-Stay-at-Home.pdf,No,,,Yes,2020-03-13,https://www.wane.com/news/local-news/fwcs-closing-all-schools-until-mid-april/,No,,,Yes,2020-03-11,https://twitter.com/purduefw/status/1237781653453504513,No,,,Yes,2020-03-22,https://www.wboi.org/post/allen-county-health-department-bans-gatherings-10-people-same-structure-cancels-church#stream/0,No,,,Yes,2020-03-23,https://www.indystar.com/story/news/health/2020/03/24/indiana-stay-home-order-everything-you-need-know-coronavirus/2911266001/,No,,,18003,18003,18003,18003
Indiana,Hamilton County,Yes,2020-03-24,https://www.wishtv.com/news/indiana-news/indianas-nonessential-businesses-close-owners-fear-effect-on-bottom-line/,No,,,Yes,2020-03-16,https://www.wthr.com/article/hamilton-county-schools-closing-due-covid-19-outbreak,No,,,Yes,2020-03-23,,No,,,Yes,2020-03-15,https://www.indystar.com/story/news/health/2020/03/14/indiana-coronavirus-updates-news-latest-developments-covid-19/5024921002/,No,,,Yes,2020-03-25,https://www.purdueexponent.org/city_state/article_55c81976-6d21-11ea-97a9-c33cac9a1fe8.html,No,,,18057,18057,18057,18057
Indiana,Marion County,Yes,2020-03-24,https://www.indystar.com/story/news/2020/03/23/indiana-coronavirus-updates-covid-19-latest-news/2898429001/,No,,,Yes,2020-03-16,https://www.marionschools.net/site/default.aspx?pageid=1,No,,,Yes,2020-03-16,https://www.marionschools.net/site/default.aspx?pageid=1,No,,,Yes,2020-03-23,https://www.indystar.com/story/news/2020/03/23/indiana-coronavirus-updates-covid-19-latest-news/2898429001/,No,,,Yes,2020-03-24,https://www.indystar.com/story/news/2020/03/23/indiana-coronavirus-updates-covid-19-latest-news/2898429001/,No,,,18097,18097,18097,18097
Indiana,Tippecanoe County,Yes,2020-04-06,https://tippecanoe.in.gov/DocumentCenter/View/25061/Business-Order-COVID-19,No,,,Yes,2020-03-24,https://tippecanoe.in.gov/971/COVID-19-aka-CORONA-VIRUS,No,,,Yes,2020-03-13,https://tippecanoe.in.gov/971/COVID-19-aka-CORONA-VIRUS,No,,,Yes,2020-03-24,https://tippecanoe.in.gov/971/COVID-19-aka-CORONA-VIRUS,No,,,Yes,2020-04-06,https://tippecanoe.in.gov/DocumentCenter/View/25061/Business-Order-COVID-19,No,,,18157,18157,18157,18157
Kansas,Douglas County,Yes,2020-03-24,https://www2.ljworld.com/news/general-news/2020/mar/22/douglas-county-issues-stay-at-home-order-similar-to-kc-metro/,No,,,Yes,2020-03-14,https://www.dcssga.org/news/what_s_new/school_closure_march_2020,No,,,Yes,2020-03-13,,No,,,Yes,2020-03-22,,No,,,Yes,2020-03-24,,No,,,20045,20045,20045,20045
Kansas,Johnson County,Yes,2020-03-24,https://www.jocogov.org/sites/default/files/documents/CMO/JoCo%20Public%20Health%20Officer%20Stay%20at%20Home%20Order%203-22-20.pdf,No,,,Yes,2020-03-17,https://www.kctv5.com/coronavirus/gov-kelly-closes-kansas-k-12-schools-for-rest-of-the-year/article_9c0a4276-6897-11ea-ac0a-73d2c8420907.html,No,,,Yes,2020-03-14,https://www.jccc.edu/events/2020/0314-campus-closure.html,No,,,,,,No,,,Yes,2020-03-24,https://www.jocogov.org/sites/default/files/documents/CMO/JoCo%20Public%20Health%20Officer%20Stay%20at%20Home%20Order%203-22-20.pdf,No,,,20091,20091,20091,20091
Kansas,Leavenworth County,Yes,2020-03-24,https://www.leavenworthcounty.gov/covid/publications/pressrelease03212020-2.pdf,No,,,Yes,2020-03-17,https://www.kctv5.com/coronavirus/gov-kelly-closes-kansas-k-12-schools-for-rest-of-the-year/article_9c0a4276-6897-11ea-ac0a-73d2c8420907.html,No,,,Yes,,,No,,,Yes,2020-03-17,,No,,,Yes,2020-03-24,https://www.leavenworthcounty.gov/covid/publications/order03212020.pdf,No,,,20103,20103,20103,20103
Kansas,Sedgwick County,Yes,2020-03-25,https://www.sedgwickcounty.org/covid-19/stay-at-home-order/,No,,,Yes,2020-03-17,https://www.google.com/amp/s/amp.kansas.com/news/coronavirus/article241278466.html,No,,,Yes,2020-03-14,https://www.kwch.com/content/news/K-State-suspending-in-person-classes-due-to-coronavirus-pandemic--568733221.html,No,,,Yes,2020-03-15,https://www.facebook.com/life.church.westwichita/posts/518208892131277,No,,,Yes,2020-03-25,https://www.sedgwickcounty.org/covid-19/stay-at-home-order/,No,,,20173,20173,20173,20173
Maine,Cumberland County,Yes,2020-03-24,https://wgme.com/news/coronavirus/which-businesses-are-essential-a-list-what-of-may-stay-open-in-maine,No,,,Yes,2020-03-14,https://www.pressherald.com/2020/03/16/threat-of-cornonavirus-causes-closures-throughout-city/#,No,,,Yes,2020-03-14,https://www.newscentermaine.com/article/news/local/as-seen-on-tv/usm-president-explains-decision-to-move-classes-online-after-break/97-b8240d56-226e-4eaf-8be4-e0f277dfd9a3,No,,,Yes,2020-03-13,http://www.smary.org/,No,,,Yes,2020-04-02,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations.pdf,No,,,23005,23005,23005,23005
Maryland,Baltimore city,Yes,2020-03-23,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-THIRD-AMENDED-3.23.20.pdf,No,,,Yes,2020-03-16,https://www.wbaltv.com/article/hogan-major-actions-coming-after-first-community-transmission-in-maryland/31441141?_gl=1*ppskkx*_ga*YW1wLWdCenJTOXpva0loTTJtaUVkR3FyWnhrdzVEQXNTY3RkQ1YxRzh1V255RkF1WUMwSGJUS0#,No,,,Yes,2020-03-11,https://hub.jhu.edu/2020/03/10/hopkins-coronavirus-online-instruction-spring-break/,No,,,Yes,2020-03-16,https://baltimore.cbslocal.com/2020/03/12/coronavirus-closings-archdiocese-of-baltimore-limiting-masses-close-schools/,No,,,Yes,2020-03-30,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf,No,,,24510,24510,24510,24510
Maryland,Baltimore County,Yes,2020-03-23,https://www.baltimoresun.com/coronavirus/bs-md-pol-hogan-nonessential-businesses-20200323-mb5ltcvsjvbu3ihp236por2xvq-story.html,No,,,Yes,2020-03-16,https://www.baltimorecityschools.org/health-updates,No,,,Yes,2020-03-13,https://baltimore.cbslocal.com/2020/03/10/universities-moving-all-classes-online-due-to-coronavirus-concerns/,No,,,Yes,2020-03-13,,No,,,Yes,2020-03-30,https://www.baltimoresun.com/coronavirus/bs-md-stay-at-home-hogan-covid-19-20200330-pmid22rvirdwbppx4xpgjadoim-story.html,No,,,24005,24005,24005,24005
Maryland,Baltimore County,Yes,2020-03-19,https://governor.maryland.gov/covid-19-pandemic-orders-and-guidance/,No,,,Yes,2020-03-16,https://www.wbaltv.com/article/hogan-major-actions-coming-after-first-community-transmission-in-maryland/31441141?_gl=1*ppskkx*_ga*YW1wLWdCenJTOXpva0loTTJtaUVkR3FyWnhrdzVEQXNTY3RkQ1YxRzh1V255RkF1WUMwSGJUS0pFcWhvSlZPZW9iT0o.,No,,,Yes,2020-03-10,https://hub.jhu.edu/2020/03/10/hopkins-coronavirus-online-instruction-spring-break/,No,,,Yes,2020-03-19,https://governor.maryland.gov/wp-content/uploads/2020/04/OLC-Interpretive-Guidance-COVID19-09.pdf,Yes,,,Yes,2020-03-23,https://governor.maryland.gov/wp-content/uploads/2020/04/OLC-Interpretive-Guidance-COVID19-09.pdf,No,,,24005,24005,24005,24005
Maryland,Carroll County,Yes,2020-03-30,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf,No,,,Yes,2020-03-16,https://wtop.com/local/2020/03/how-schools-around-the-region-are-responding-to-coronavirus-concerns/,No,,,Yes,2020-03-17,https://www.mcdaniel.edu/news/message-president-roger-casey,No,,,Yes,2020-03-13,https://www.stmarysucc.org/,No,,,Yes,2020-03-30,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf,No,,,24013,24013,24013,24013
Maryland,Howard County,Yes,2020-03-23,https://www.baltimoresun.com/coronavirus/bs-md-pol-hogan-nonessential-businesses-20200323-mb5ltcvsjvbu3ihp236por2xvq-story.html,No,,,Yes,2020-03-13,https://www.baltimoresun.com/education/bs-md-schools-closed-coronavirus-20200313-zpcjngtczbcwdadct6scdxjg6u-story.html,No,,,Yes,2020-03-15,https://www.howardcc.edu/coronavirus/,No,,,Yes,2020-03-12,,No,,,Yes,2020-03-30,https://governor.maryland.gov/2020/03/30/as-covid-19-crisis-escalates-in-capital-region-governor-hogan-issues-stay-at-home-order-effective-tonight/,No,,,24027,24027,24027,24027
Maryland,Montgomery County,Yes,2020-03-23,https://bethesdamagazine.com/bethesda-beat/coronavirus/hogan-orders-closure-of-non-essential-businesses-announces-small-business-grants/,No,,,Yes,2020-03-14,https://www.montgomeryschoolsmd.org/departments/publicinfo/community/school-year-2019-2020/coronavirus-update-20200312.html,No,,,Yes,2020-03-11,https://www.baltimoresun.com/coronavirus/bs-md-towson-university-coronavirus-20200310-xugpgicbpjg2bohrmdiircbq4m-story.html,No,,,Yes,2020-03-12,https://governor.maryland.gov/wp-content/uploads/2020/03/Prohibiting-Large-Gatherings.pdf,No,,,Yes,2020-03-30,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf,No,,,24031,24031,24031,24031
Massachusetts,Barnstable County,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,Yes,2020-04-15,https://www.capecod.com/newscenter/barnstable-and-sandwich-schools-suspend-classes-until-march-27/,No,,,Yes,2020-03-15,https://www.bostonglobe.com/2020/03/15/nation/baker-closes-all-mass-schools-announces-restaurant-restrictions-bans-gatherings-over-25-people/,No,,,Yes,,,No,,,Yes,2020-03-22,https://www.capecodtimes.com/news/20200326/provincetown-backs-off-shelter-in-place-order,Yes,,,25001,25001,25001,25001
Massachusetts,Barnstable County,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,Yes,2020-03-15,https://www.capecod.com/newscenter/barnstable-and-sandwich-schools-suspend-classes-until-march-27/,No,,,Yes,2020-03-15,https://www.bostonglobe.com/2020/03/15/nation/baker-closes-all-mass-schools-announces-restaurant-restrictions-bans-gatherings-over-25-people/,No,,,Yes,2020-03-17,https://www.bostonglobe.com/2020/03/15/nation/baker-closes-all-mass-schools-announces-restaurant-restrictions-bans-gatherings-over-25-people/,No,,,Yes,2020-03-23,https://www.capecodtimes.com/news/20200322/nantucket-issues-shelter-in-place-order-effective-monday,No,,,25001,25001,25001,25001
Massachusetts,Berkshire County,Yes,2020-03-23,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,No,,,No,,,Yes,2020-03-24,https://www.cnbc.com/2020/03/23/massachusetts-under-stay-at-home-order-until-april-7-gov-baker-announces.html,No,,,25003,25003,25003,25003
Massachusetts,Bristol County,Yes,2020-03-24,https://www.mass.gov/doc/covid-19-essential-services/download,No,,,Yes,2020-03-13,https://www.wfsb.com/news/all-public-schools-closed-two-weeks-due-to-coronavirus/article_08315942-63a9-11ea-8a8d-fbf599c94a44.html,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,No,,,No,,,Yes,2020-03-24,https://www.cnbc.com/2020/03/23/massachusetts-under-stay-at-home-order-until-april-7-gov-baker-announces.html,No,,,25005,25005,25005,25005
Massachusetts,Dukes County,Yes,2020-03-24,https://www.mass.gov/doc/covid-19-essential-services/download,No,,,Yes,2020-03-13,https://www.mvtimes.com/2020/03/13/marthas-vineyard-public-charter-school-close/,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,No,,,No,,,Yes,2020-03-24,https://www.cnbc.com/2020/03/23/massachusetts-under-stay-at-home-order-until-april-7-gov-baker-announces.html,No,,,25007,25007,25007,25007
Massachusetts,Essex County,Yes,2020-03-24,https://www.mass.gov/doc/covid-19-essential-services/download,No,,,Yes,2020-03-13,https://www.wbur.org/news/2020/03/12/k-12-school-closures-massachusetts-covid-19-coronavirus,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,No,,,No,,,Yes,2020-03-24,https://www.cnbc.com/2020/03/23/massachusetts-under-stay-at-home-order-until-april-7-gov-baker-announces.html,No,,,25009,25009,25009,25009
Massachusetts,Franklin County,Yes,2020-03-24,https://www.mass.gov/doc/covid-19-essential-services/download,No,,,Yes,2020-03-13,https://www.masslive.com/coronavirus/2020/03/massachusetts-coronavirus-update-schools-closing-or-changing-schedules-for-friday-march-13.html,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,No,,,No,,,Yes,2020-03-24,https://www.cnbc.com/2020/03/23/massachusetts-under-stay-at-home-order-until-april-7-gov-baker-announces.html,No,,,25011,25011,25011,25011
Massachusetts,Hampden County,Yes,2020-03-24,https://www.mass.gov/doc/covid-19-essential-services/download,No,,,Yes,2020-03-13,https://www.wwlp.com/news/local-news/hampden-county/list-of-hampden-county-schools-temporarily-closing-due-to-coronavirus-concerns/,No,,,Yes,2020-03-17,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,No,,,No,,,No,,,Yes,2020-03-24,https://www.cnbc.com/2020/03/23/massachusetts-under-stay-at-home-order-until-april-7-gov-baker-announces.html,No,,,25013,25013,25013,25013
